,Smiles,Property,Value,Units
734,OC(=O)c1ccc(cc1)C(=O)O.OCC1CCC(CC1)CO,Calculated Density,1.20 - 1.25,g mL-1
735,OC(=O)c1ccc(cc1)C(=O)O.OCC1CCC(CC1)CO,Preferred Calculated Density,1.22,g mL-1
736,C=CC(=O)OCCC#N,Density,1.40 - 1.41,g mL-1
737,C=CC(=O)OCCC#N,Preferred Density,1.4,g mL-1
738,C=CC(=O)OCCC#N,Calculated Density,1.21 - 1.30,g mL-1
739,C=CC(=O)OCCC#N,Preferred Calculated Density,1.26,g mL-1
740,O=C=O.CC1CO1,Density,1.26,g mL-1
741,O=C=O.CC1CO1,Calculated Density,1.40 - 1.45,g mL-1
742,O=C=O.CC1CO1,Preferred Calculated Density,1.42,g mL-1
743,CC(c1ccc(cc1)OCC1OC1)(c1ccc(cc1)OCC1OC1)C.NCCCCCCCCN,Calculated Density,1.08,g mL-1
744,C=C.[C-]#[O+],Density,1.24,g mL-1
745,C=C.[C-]#[O+],Calculated Density,1.16 - 1.28,g mL-1
746,C=C.[C-]#[O+],Preferred Calculated Density,1.22,g mL-1
747,NCCCCCCN.OC(=O)CCCCC(=O)O,Density,1.07 - 1.09,g mL-1
748,NCCCCCCN.OC(=O)CCCCC(=O)O,Preferred Density,1.08,g mL-1
749,NCCCCCCN.OC(=O)CCCCC(=O)O,Calculated Density,1.06 - 1.08,g mL-1
750,NCCCCCCN.OC(=O)CCCCC(=O)O,Preferred Calculated Density,1.07,g mL-1
751,C=CC(=O)OCC(C)C,Density,1.07,g mL-1
752,C=CC(=O)OCC(C)C,Calculated Density,1.04 - 1.10,g mL-1
753,C=CC(=O)OCC(C)C,Preferred Calculated Density,1.07,g mL-1
754,BrC=CC=C,Density,1.7,g mL-1
755,BrC=CC=C,Calculated Density,1.73 - 1.83,g mL-1
756,BrC=CC=C,Preferred Calculated Density,1.78,g mL-1
757,CCCCCCCCOC(=O)C(=C)C#N,Calculated Density,1.07 - 1.08,g mL-1
758,CCCCCCCCOC(=O)C(=C)C#N,Preferred Calculated Density,1.07,g mL-1
759,CCC(=O)C=C,Density,1.03,g mL-1
760,CCC(=O)C=C,Preferred Density,1.03,g mL-1
761,CCC(=O)C=C,Calculated Density,1.06 - 1.07,g mL-1
762,CCC(=O)C=C,Preferred Calculated Density,1.06,g mL-1
763,NCCCCCCCCCC(=O)O,Density,1.021,g mL-1
764,NCCCCCCCCCC(=O)O,Calculated Density,0.99 - 1.01,g mL-1
765,NCCCCCCCCCC(=O)O,Preferred Calculated Density,1,g mL-1
766,OC(=N)C=C,Density,1.3,g mL-1
767,OC(=N)C=C,Calculated Density,1.2,g mL-1
768,O=C(C(=C)C)OCc1ccccc1,Density,1.17 - 1.18,g mL-1
769,O=C(C(=C)C)OCc1ccccc1,Preferred Density,1.17,g mL-1
770,O=C(C(=C)C)OCc1ccccc1,Calculated Density,1.14 - 1.18,g mL-1
771,O=C(C(=C)C)OCc1ccccc1,Preferred Calculated Density,1.17,g mL-1
772,OC(=O)c1ccc(cc1)CCCCc1ccc(cc1)C(=O)O.CC(=O)OC(=O)C,Density,1.27,g mL-1
773,OC(=O)c1ccc(cc1)CCCCc1ccc(cc1)C(=O)O.CC(=O)OC(=O)C,Calculated Density,1.17 - 1.23,g mL-1
774,OC(=O)c1ccc(cc1)CCCCc1ccc(cc1)C(=O)O.CC(=O)OC(=O)C,Preferred Calculated Density,1.19,g mL-1
775,CCCCCCCCC=C,Density,0.871,g mL-1
776,CCCCCCCCC=C,Calculated Density,0.84 - 0.90,g mL-1
777,CCCCCCCCC=C,Preferred Calculated Density,0.86,g mL-1
778,CC(=C)C(=O)O,Density,1.29,g mL-1
779,CC(=C)C(=O)O,Calculated Density,1.29 - 1.35,g mL-1
780,CC(=C)C(=O)O,Preferred Calculated Density,1.32,g mL-1
781,C=COC(C)C,Density,0.92,g mL-1
782,C=COC(C)C,Calculated Density,0.92 - 0.93,g mL-1
783,C=COC(C)C,Preferred Calculated Density,0.93,g mL-1
784,C1COCO1,Density,1.172,g mL-1
785,C1COCO1,Calculated Density,1.07 - 1.24,g mL-1
786,C1COCO1,Preferred Calculated Density,1.17,g mL-1
787,CCCOC(=O)C(=C)Cl,Density,1.3,g mL-1
788,CCCOC(=O)C(=C)Cl,Calculated Density,1.29 - 1.32,g mL-1
789,CCCOC(=O)C(=C)Cl,Preferred Calculated Density,1.31,g mL-1
790,C(OC(=O)C)C,Density,1.26 - 1.33,g mL-1
791,C(OC(=O)C)C,Preferred Density,1.29,g mL-1
792,C(OC(=O)C)C,Calculated Density,1.17 - 1.33,g mL-1
793,C(OC(=O)C)C,Preferred Calculated Density,1.25,g mL-1
794,BrC=C,Density,2.02 - 2.20,g mL-1
795,BrC=C,Preferred Density,2.13,g mL-1
796,BrC=C,Calculated Density,2.12 - 2.23,g mL-1
797,BrC=C,Preferred Calculated Density,2.18,g mL-1
798,CCOC(=O)C(=C)Cl,Density,1.39,g mL-1
799,CCOC(=O)C(=C)Cl,Calculated Density,1.35 - 1.40,g mL-1
800,CCOC(=O)C(=C)Cl,Preferred Calculated Density,1.38,g mL-1
801,CCCOC(=O)CC(=C)C(=O)OCCC,Calculated Density,1.13 - 1.17,g mL-1
802,CCCOC(=O)CC(=C)C(=O)OCCC,Preferred Calculated Density,1.15,g mL-1
803,C1C(CO1)(CCl)CCl,Density,1.39,g mL-1
804,C1C(CO1)(CCl)CCl,Calculated Density,1.33 - 1.40,g mL-1
805,C1C(CO1)(CCl)CCl,Preferred Calculated Density,1.37,g mL-1
806,CCOC=C,Density,0.94 - 1.02,g mL-1
807,CCOC=C,Preferred Density,0.97,g mL-1
808,CCOC=C,Calculated Density,0.95 - 0.97,g mL-1
809,CCOC=C,Preferred Calculated Density,0.96,g mL-1
810,CC(c1ccc(cc1)O)(c1ccc(cc1)O)C.Clc1ccc(cc1)S(=O)(=O)c1ccc(cc1)Cl,Density,1.23 - 1.24,g mL-1
811,CC(c1ccc(cc1)O)(c1ccc(cc1)O)C.Clc1ccc(cc1)S(=O)(=O)c1ccc(cc1)Cl,Preferred Density,1.24,g mL-1
812,CC(c1ccc(cc1)O)(c1ccc(cc1)O)C.Clc1ccc(cc1)S(=O)(=O)c1ccc(cc1)Cl,Calculated Density,1.20 - 1.24,g mL-1
813,CC(c1ccc(cc1)O)(c1ccc(cc1)O)C.Clc1ccc(cc1)S(=O)(=O)c1ccc(cc1)Cl,Preferred Calculated Density,1.22,g mL-1
814,CC=C,Density,0.85 - 0.88,g mL-1
815,CC=C,Preferred Density,0.86,g mL-1
816,CC=C,Calculated Density,0.82 - 0.90,g mL-1
817,CC=C,Preferred Calculated Density,0.85,g mL-1
818,[Na]Oc1ccc(cc1)O[Na].O=C(c1ccc(cc1)Cl)c1ccc(cc1)Cl,Density,1.26 - 1.27,g mL-1
819,[Na]Oc1ccc(cc1)O[Na].O=C(c1ccc(cc1)Cl)c1ccc(cc1)Cl,Preferred Density,1.26,g mL-1
820,[Na]Oc1ccc(cc1)O[Na].O=C(c1ccc(cc1)Cl)c1ccc(cc1)Cl,Calculated Density,1.22 - 1.25,g mL-1
821,[Na]Oc1ccc(cc1)O[Na].O=C(c1ccc(cc1)Cl)c1ccc(cc1)Cl,Preferred Calculated Density,1.24,g mL-1
822,OC(=O)CCCCCCCCC(=O)O.CC(=O)OC(=O)C,Density,1,g mL-1
823,OC(=O)CCCCCCCCC(=O)O.CC(=O)OC(=O)C,Calculated Density,1.11 - 1.13,g mL-1
824,OC(=O)CCCCCCCCC(=O)O.CC(=O)OC(=O)C,Preferred Calculated Density,1.12,g mL-1
825,C=COCC(C)C,Density,0.90 - 0.93,g mL-1
826,C=COCC(C)C,Preferred Density,0.92,g mL-1
827,C=COCC(C)C,Calculated Density,0.91 - 0.92,g mL-1
828,C=COCC(C)C,Preferred Calculated Density,0.92,g mL-1
829,OCCO.O=C=Nc1ccc(cc1)Cc1ccc(cc1)N=C=O,Calculated Density,1.23 - 1.33,g mL-1
830,OCCO.O=C=Nc1ccc(cc1)Cc1ccc(cc1)N=C=O,Preferred Calculated Density,1.28,g mL-1
831,CCC=C,Density,0.859,g mL-1
832,CCC=C,Preferred Density,0.859,g mL-1
833,CCC=C,Calculated Density,0.82 - 0.90,g mL-1
834,CCC=C,Preferred Calculated Density,0.86,g mL-1
835,O1CC1,Density,1.13,g mL-1
836,O1CC1,Preferred Density,1.13,g mL-1
837,O1CC1,Calculated Density,1.03 - 1.17,g mL-1
838,O1CC1,Preferred Calculated Density,1.11,g mL-1
839,Oc1ccc(cc1)O.Clc1ccc(cc1)S(=O)(=O)c1ccc(cc1)Cl,Calculated Density,1.31 - 1.34,g mL-1
840,Oc1ccc(cc1)O.Clc1ccc(cc1)S(=O)(=O)c1ccc(cc1)Cl,Preferred Calculated Density,1.33,g mL-1
841,CC(c1ccc(cc1)O)(c1ccc(cc1)O)C.ClC(=O)Cl,Density,1.20 - 1.22,g mL-1
842,CC(c1ccc(cc1)O)(c1ccc(cc1)O)C.ClC(=O)Cl,Preferred Density,1.21,g mL-1
843,CC(c1ccc(cc1)O)(c1ccc(cc1)O)C.ClC(=O)Cl,Calculated Density,1.21,g mL-1
844,OCCOCCOCCOCCO.O=C=NCCCCCCN=C=O,Density,1.22,g mL-1
845,OCCOCCOCCOCCO.O=C=NCCCCCCN=C=O,Calculated Density,1.18 - 2.24,g mL-1
846,OCCOCCOCCOCCO.O=C=NCCCCCCN=C=O,Preferred Calculated Density,2.21,g mL-1
847,"CC[Si](CC)(Cl)Cl, CC[Si](CC)(OC)OC",Density,0.99,g mL-1
848,C=CCC(C)C,Density,0.83 - 0.84,g mL-1
849,C=CCC(C)C,Preferred Density,0.84,g mL-1
850,C=CCC(C)C,Calculated Density,0.82 - 0.90,g mL-1
851,C=CCC(C)C,Preferred Calculated Density,0.85,g mL-1
852,CCC(OC(=O)C(=C)C)C,Density,1.05,g mL-1
853,CCC(OC(=O)C(=C)C)C,Calculated Density,1.03 - 1.07,g mL-1
854,CCC(OC(=O)C(=C)C)C,Preferred Calculated Density,1.06,g mL-1
855,CCCC(=O)OC=C,Density,1.09,g mL-1
856,CCCC(=O)OC=C,Calculated Density,1.09 - 1.13,g mL-1
857,CCCC(=O)OC=C,Preferred Calculated Density,1.12,g mL-1
858,Clc1ccc(cc1)Cl.[Na]S[Na],Density,1.34 - 1.36,g mL-1
859,Clc1ccc(cc1)Cl.[Na]S[Na],Preferred Density,1.35,g mL-1
860,Clc1ccc(cc1)Cl.[Na]S[Na],Calculated Density,1.25 - 1.30,g mL-1
861,Clc1ccc(cc1)Cl.[Na]S[Na],Preferred Calculated Density,1.27,g mL-1
862,C=COC=O,Density,1.35,g mL-1
863,C=COC=O,Calculated Density,1.23 - 1.37,g mL-1
864,C=COC=O,Preferred Calculated Density,1.3,g mL-1
865,Oc1c(C)cccc1(C),Density,1.02 - 1.08,g mL-1
866,Oc1c(C)cccc1(C),Preferred Density,1.06,g mL-1
867,Oc1c(C)cccc1(C),Calculated Density,0.97 - 1.13,g mL-1
868,Oc1c(C)cccc1(C),Preferred Calculated Density,1.07,g mL-1
869,C=Cc1ccc(cc1)F,Density,1.2,g mL-1
870,C=Cc1ccc(cc1)F,Calculated Density,1.13 - 1.19,g mL-1
871,C=Cc1ccc(cc1)F,Preferred Calculated Density,1.16,g mL-1
872,C=CC=C,Density,0.90 - 0.92,g mL-1
873,C=CC=C,Preferred Density,0.91,g mL-1
874,C=CC=C,Calculated Density,0.89 - 0.94,g mL-1
875,C=CC=C,Preferred Calculated Density,0.92,g mL-1
876,C=CC(=O)Oc1ccc(cc1)Cl,Density,1.05,g mL-1
877,C=CC(=O)Oc1ccc(cc1)Cl,Calculated Density,1.08 - 1.14,g mL-1
878,C=CC(=O)Oc1ccc(cc1)Cl,Preferred Calculated Density,1.1,g mL-1
879,Oc1ccc(cc1)Sc1ccc(cc1)O.ClC(=O)Cl,Density,1.36,g mL-1
880,Oc1ccc(cc1)Sc1ccc(cc1)O.ClC(=O)Cl,Calculated Density,1.35 - 1.40,g mL-1
881,Oc1ccc(cc1)Sc1ccc(cc1)O.ClC(=O)Cl,Preferred Calculated Density,1.37,g mL-1
882,C=Cc1ccc(cc1)C(C)(C)C,Density,0.95,g mL-1
883,C=Cc1ccc(cc1)C(C)(C)C,Preferred Density,0.95,g mL-1
884,C=Cc1ccc(cc1)C(C)(C)C,Calculated Density,0.96 - 0.99,g mL-1
885,C=Cc1ccc(cc1)C(C)(C)C,Preferred Calculated Density,0.96,g mL-1
886,CC(COC(=O)C(=C)C)C,Density,1.05 - 1.06,g mL-1
887,CC(COC(=O)C(=C)C)C,Preferred Density,1.05,g mL-1
888,CC(COC(=O)C(=C)C)C,Calculated Density,1.03 - 1.07,g mL-1
889,CC(COC(=O)C(=C)C)C,Preferred Calculated Density,1.06,g mL-1
890,CCC(c1ccc(cc1)O)(c1ccc(cc1)O)C.ClC(=O)Cl,Density,1.18,g mL-1
891,CCC(c1ccc(cc1)O)(c1ccc(cc1)O)C.ClC(=O)Cl,Calculated Density,1.18 - 1.19,g mL-1
892,CCC(c1ccc(cc1)O)(c1ccc(cc1)O)C.ClC(=O)Cl,Preferred Calculated Density,1.19,g mL-1
893,O=C=O.C1CO1,Density,1.42,g mL-1
894,O=C=O.C1CO1,Calculated Density,1.53 - 1.69,g mL-1
895,O=C=O.C1CO1,Preferred Calculated Density,1.61,g mL-1
896,C=CN1CCCC1=O,Density,1.1 - 1.3,g mL-1
897,C=CN1CCCC1=O,Preferred Density,1.2,g mL-1
898,C=CN1CCCC1=O,Calculated Density,1.32,g mL-1
899,OC(=O)c1cccc(c1)C(=O)O.OCCCCO,Density,1.27,g mL-1
900,OC(=O)c1cccc(c1)C(=O)O.OCCCCO,Calculated Density,1.24 - 1.31,g mL-1
901,OC(=O)c1cccc(c1)C(=O)O.OCCCCO,Preferred Calculated Density,1.27,g mL-1
902,CCCCOC(=O)CC(=C)C(=O)OCCCC,Calculated Density,1.09 - 1.12,g mL-1
903,CCCCOC(=O)CC(=C)C(=O)OCCCC,Preferred Calculated Density,1.11,g mL-1
904,CC(OC(=O)C(=C)C)C,Density,1.03 - 1.07,g mL-1
905,CC(OC(=O)C(=C)C)C,Preferred Density,1.05,g mL-1
906,CC(OC(=O)C(=C)C)C,Calculated Density,1.05 - 1.10,g mL-1
907,CC(OC(=O)C(=C)C)C,Preferred Calculated Density,1.08,g mL-1
908,NCCCCCCN.ClC(=O)c1ccc(cc1)C(=O)Cl,Density,1.18,g mL-1
909,NCCCCCCN.ClC(=O)c1ccc(cc1)C(=O)Cl,Calculated Density,1.13 - 1.15,g mL-1
910,NCCCCCCN.ClC(=O)c1ccc(cc1)C(=O)Cl,Preferred Calculated Density,1.15,g mL-1
911,OC(=O)CCCCC(=O)O.OCCO,Density,1.18 - 1.22,g mL-1
912,OC(=O)CCCCC(=O)O.OCCO,Preferred Density,1.2,g mL-1
913,OC(=O)CCCCC(=O)O.OCCO,Calculated Density,1.22 - 1.28,g mL-1
914,OC(=O)CCCCC(=O)O.OCCO,Preferred Calculated Density,1.25,g mL-1
915,OCCCCO.O=C=Nc1ccc(cc1)Cc1ccc(cc1)N=C=O,Density,1.3,g mL-1
916,OCCCCO.O=C=Nc1ccc(cc1)Cc1ccc(cc1)N=C=O,Calculated Density,1.20 - 1.27,g mL-1
917,OCCCCO.O=C=Nc1ccc(cc1)Cc1ccc(cc1)N=C=O,Preferred Calculated Density,1.23,g mL-1
918,OCCCCO.O=C=Nc1ccc(cc1)Cc1ccc(cc1)N=C=O,Density,1.3,g mL-1
919,OCCCCO.O=C=Nc1ccc(cc1)Cc1ccc(cc1)N=C=O,Calculated Density,1.20 - 1.27,g mL-1
920,OCCCCO.O=C=Nc1ccc(cc1)Cc1ccc(cc1)N=C=O,Preferred Calculated Density,1.23,g mL-1
921,CC(O).O=CCCC,Calculated Density,1.07 - 1.20,g mL-1
922,CC(O).O=CCCC,Preferred Calculated Density,1.11,g mL-1
923,CC(O).O=C,Calculated Density,1.23 - 1.25,g mL-1
924,CC(O).O=C,Preferred Calculated Density,1.24,g mL-1
925,CCCC(=O)OC[C@H]1CO1,Density,1.018,g/cm3
926,CCOC(=O)[C@H](C)O,Density,1.042,g/cm3
927,CC(Cl)(Cl)Cl,Density,1.338,g/cm3
928,ClC(Cl)C(Cl)Cl,Density,1.586,g/cm3
929,FC(F)C(F)(F)OCC1CO1,Density,1.38,g/cm3
930,C1CC2OC2CCC2OC12,Density,1.138,g/cm3
931,C(CCC1CO1)CC1CO1,Density,0.997,g/cm3
932,C=C=CC,Density,0.652,g/cm3
933,Clc1ccccc1Cl,Density,1.306,g/cm3
934,ClCCCl,Density,1.231,g/cm3
935,ClCCCl,Density,1.245,g/cm3
936,CCc1ccccc1CC,Density,0.867,g/cm3
937,CCc1ccccc1CC,Density,0.876,g/cm3
938,CCc1ccccc1CC,Density,0.876,g/cm3
939,CCc1ccccc1CC,Density,0.876,g/cm3
940,CCCCCCCCC1CO1,Density,0.84,g/cm3
941,CCCCCCCCCCC1CO1,Density,0.844,g/cm3
942,CCCCCCCCCCCCCCC1CO1,Density,0.846,g/cm3
943,CCCCC1CO1,Density,0.831,g/cm3
944,CCCCCCCCCCCCC1CO1,Density,0.845,g/cm3
945,C=C,Density,1.113,g/cm3
946,C=CC=C,Density,0.65,g/cm3
947,CC(O)CCO.O=S(O)O,Density,1.231,g/cm3
948,CC(O)CCO.O=S(O)O,Density,1.231,g/cm3
949,CCc1cccc(CC)c1,Density,0.86,g/cm3
950,CCc1cccc(CC)c1,Density,0.86,g/cm3
951,CCc1cccc(CC)c1,Density,0.86,g/cm3
952,CCc1cccc(CC)c1,Density,0.86,g/cm3
953,CCc1cccc(CC)c1,Density,0.86,g/cm3
954,CCc1cccc(CC)c1,Density,0.86,g/cm3
955,CCc1cccc(CC)c1,Density,0.86,g/cm3
956,CCc1cccc(CC)c1,Density,0.86,g/cm3
957,CCc1cccc(CC)c1,Density,0.86,g/cm3
958,CCc1cccc(CC)c1,Density,0.86,g/cm3
959,CCc1cccc(CC)c1,Density,0.86,g/cm3
960,CCc1cccc(CC)c1,Density,0.86,g/cm3
961,CCc1cccc(CC)c1,Density,0.86,g/cm3
962,CCc1cccc(CC)c1,Density,0.86,g/cm3
963,CCc1cccc(CC)c1,Density,0.86,g/cm3
964,CCc1cccc(CC)c1,Density,0.86,g/cm3
965,CCc1cccc(CC)c1,Density,0.86,g/cm3
966,CCc1cccc(CC)c1,Density,0.86,g/cm3
967,CCc1cccc(CC)c1,Density,0.86,g/cm3
968,CCc1cccc(CC)c1,Density,0.86,g/cm3
969,CCc1cccc(CC)c1,Density,0.86,g/cm3
970,CCc1cccc(CC)c1,Density,0.86,g/cm3
971,CCc1cccc(CC)c1,Density,0.86,g/cm3
972,OC(CC1CNCCO1)CC1CNCCO1,Density,1.094,g/cm3
973,OCCCO,Density,1.049,g/cm3
974,OCCCO,Density,1.049,g/cm3
975,OCCCO,Density,1.049,g/cm3
976,CCc1ccc(CC)cc1,Density,0.858,g/cm3
977,CCc1ccc(CC)cc1,Density,0.858,g/cm3
978,CCc1ccc(CC)cc1,Density,0.858,g/cm3
979,CCc1ccc(CC)cc1,Density,0.858,g/cm3
980,CCc1ccc(CC)cc1,Density,0.858,g/cm3
981,CCc1ccc(CC)cc1,Density,0.858,g/cm3
982,CCc1ccc(CC)cc1,Density,0.858,g/cm3
983,CCc1ccc(CC)cc1,Density,0.858,g/cm3
984,CCc1ccc(CC)cc1,Density,0.858,g/cm3
985,CCc1ccc(CC)cc1,Density,0.858,g/cm3
986,CCc1ccc(CC)cc1,Density,0.858,g/cm3
987,CCc1ccc(CC)cc1,Density,0.858,g/cm3
988,CCc1ccc(CC)cc1,Density,0.858,g/cm3
989,CCc1ccc(CC)cc1,Density,0.858,g/cm3
990,CCc1ccc(CC)cc1,Density,0.858,g/cm3
991,CCc1ccc(CC)cc1,Density,0.858,g/cm3
992,C1COCCO1,Density,1.034,g/cm3
993,CC12CCC(CC1)C(C)(C)O2,Density,0.921,g/cm3
994,CCCC(C)(O)CN,Density,1.05,g/cm3
995,CC(O)CN,Density,0.961,g/cm3
996,CCC(N)O,Density,0.965,g/cm3
997,CCCCO,Density,0.812,g/cm3
998,C=C(C)CC,Density,0.65,g/cm3
999,C=CC(C)C,Density,0.627,g/cm3
1000,C=CCCBr,Density,1.33,g/cm3
1001,CCCCC(CC)CCl,Density,0.872,g/cm3
1002,CC(C)CCl,Density,0.872,g/cm3
1003,CC(C)CCl,Density,0.872,g/cm3
1004,CC(C)CCl,Density,0.872,g/cm3
1005,CCCCCl,Density,0.875,g/cm3
1006,CCCCCl,Density,0.881,g/cm3
1007,CCCCCl,Density,0.871,g/cm3
1008,CCCCCl,Density,0.881,g/cm3
1009,CCCCCCCCCCCCCCCCCCCCCl,Density,0.872,g/cm3
1010,CCCCCCCCCCCCCCCCCl,Density,0.859,g/cm3
1011,CCCCCCCCCl,Density,0.867,g/cm3
1012,CCCCl,Density,0.89,g/cm3
1013,CCCCl,Density,0.89,g/cm3
1014,CCCCl,Density,0.89,g/cm3
1015,CCCCl,Density,0.89,g/cm3
1016,CCCCCCCCCCCCCCCl,Density,0.858,g/cm3
1017,CCCCCCCCCCCCCCCl,Density,0.857,g/cm3
1018,CCCCCCCCCCCCCCCl,Density,0.857,g/cm3
1019,CCCCCCCCCCCCCCCl,Density,0.858,g/cm3
1020,CCCCCCCCCCCCCCCl,Density,0.858,g/cm3
1021,CCCCCCCO,Density,0.818,g/cm3
1022,CCCCCCCO,Density,0.818,g/cm3
1023,CCCCCCCO,Density,0.818,g/cm3
1024,CCCCCCCO,Density,0.818,g/cm3
1025,CCCCCCCO,Density,0.818,g/cm3
1026,CCCCCCO,Density,0.814,g/cm3
1027,CCCCCCO,Density,0.814,g/cm3
1028,CCCCCCO,Density,0.814,g/cm3
1029,CCCCCCO,Density,0.814,g/cm3
1030,CCCCCCO,Density,0.814,g/cm3
1031,CCCCCCO,Density,0.814,g/cm3
1032,CCCCCCO,Density,0.814,g/cm3
1033,C#CC=COC,Density,0.902,g/cm3
1034,C#CC=COC,Density,0.902,g/cm3
1035,C#CC=COC,Density,0.902,g/cm3
1036,CCC[N+](=O)[O-],Density,0.995,g/cm3
1037,CCCCCCCCO,Density,0.821,g/cm3
1038,CCCCCCCCO,Density,0.821,g/cm3
1039,CCCCCO,Density,0.81,g/cm3
1040,CCCCCO,Density,0.81,g/cm3
1041,CCCCCO,Density,0.81,g/cm3
1042,CCCCCO,Density,0.81,g/cm3
1043,CCCCCO,Density,0.81,g/cm3
1044,CCCCCO,Density,0.81,g/cm3
1045,CCCCCO,Density,0.81,g/cm3
1046,CCCCCO,Density,0.81,g/cm3
1047,CCCCCO,Density,0.81,g/cm3
1048,CCC(C)C(C)(C)C,Density,0.712,g/cm3
1049,CCC(C)C(C)(C)C,Density,0.712,g/cm3
1050,CCC(C)C(C)(C)C,Density,0.712,g/cm3
1051,CC(C)CC(C)(C)C,Density,0.687,g/cm3
1052,CC(C)CC(C)(C)C,Density,0.687,g/cm3
1053,CC(C)CC(C)(C)C,Density,0.683,g/cm3
1054,CC(C)CCC(C)(C)C,Density,0.703,g/cm3
1055,CCC(C)(C)C,Density,0.644,g/cm3
1056,CC(C)C(C)(C)C,Density,0.686,g/cm3
1057,CC(C)C(C)(C)C,Density,0.686,g/cm3
1058,CC(C)C(C)(C)C,Density,0.686,g/cm3
1059,CC(C)C(C)(C)C,Density,0.686,g/cm3
1060,C=C(Br)CBr,Density,1.934,g/cm3
1061,C=C(Cl)CCl,Density,1.211,g/cm3
1062,CC(C)C(C)C,Density,0.657,g/cm3
1063,CC(C)C(C)C,Density,0.657,g/cm3
1064,CC(C)C(C)C,Density,0.657,g/cm3
1065,CCC(C)C(C)C,Density,0.691,g/cm3
1066,CCC(C)C(C)C,Density,0.691,g/cm3
1067,CCC(C)C(C)C,Density,0.691,g/cm3
1068,CCC(C)C(C)C,Density,0.691,g/cm3
1069,c1ccc(CC2CO2)cc1,Density,1.02,g/cm3
1070,CC(C)C(=O)C(C)C,Density,0.805,g/cm3
1071,CC(C)C(=O)C(C)C,Density,0.805,g/cm3
1072,CC(C)C(=O)C(C)C,Density,0.805,g/cm3
1073,CC(C)C(=O)C(C)C,Density,0.805,g/cm3
1074,CC(C)C(=O)C(C)C,Density,0.805,g/cm3
1075,CC(C)CC(C)C,Density,0.799,g/cm3
1076,CC(C)CCC(C)(C)C,Density,0.703,g/cm3
1077,C=[O+]CCOC[CH2-],Density,0.99,g/cm3
1078,C=CCc1ccccc1O,Density,1.028,g/cm3
1079,C=CCOC(C)(O)CN,Density,1.017,g/cm3
1080,C=CCOC(C)(O)CN,Density,1.017,g/cm3
1081,C=C(Br)CO,Density,1.6,g/cm3
1082,CCC(C)O,Density,0.803,g/cm3
1083,CCC(C)O,Density,0.803,g/cm3
1084,CCC(C)O,Density,0.803,g/cm3
1085,CCC(C)O,Density,0.803,g/cm3
1086,CCC(C)O,Density,0.803,g/cm3
1087,CCC(C)O,Density,0.803,g/cm3
1088,CCC(C)=O,Density,0.801,g/cm3
1089,CCCCC1CCCCC1O,Density,0.898,g/cm3
1090,CCCCC1CCCCC1O,Density,0.898,g/cm3
1091,CCCCC1CCCCC1O,Density,0.898,g/cm3
1092,CCCCC1CCCCC1=O,Density,1.047,g/cm3
1093,CCCCCCC(CCCC)CC(N)CCOCCC(N)CC(CCCC)CCCCCC,Density,0.842,g/cm3
1094,CCCCCCC(CCCC)CC(N)CCOCCC(N)CC(CCCC)CCCCCC,Density,0.842,g/cm3
1095,CCCCCCC(CCCC)CC(N)CCOCCC(N)CC(CCCC)CCCCCC,Density,0.842,g/cm3
1096,CCCCCCC(CCCC)CC(N)CCOCCC(N)CC(CCCC)CCCCCC,Density,0.842,g/cm3
1097,CCCCCCC(CCCC)CC(N)CCOCCC(N)CC(CCCC)CCCCCC,Density,0.842,g/cm3
1098,CCCCCCC(CCCC)CC(N)CCOCCC(N)CC(CCCC)CCCCCC,Density,0.842,g/cm3
1099,CC(C)(C)Cl,Density,0.872,g/cm3
1100,C=C(Cl)CO,Density,1.162,g/cm3
1101,O=C([O-])c1ccccc1Cl,Density,1.22,g/cm3
1102,CCC(C)Cl,Density,0.868,g/cm3
1103,CCC(C)Cl,Density,0.868,g/cm3
1104,CCC(C)Cl,Density,0.868,g/cm3
1105,CCC(C)Cl,Density,0.868,g/cm3
1106,OCCCl,Density,1.201,g/cm3
1107,Oc1ccccc1Cl,Density,1.241,g/cm3
1108,CC(C)Cl,Density,0.865,g/cm3
1109,CCOCCO,Density,0.926,g/cm3
1110,CCOCCO,Density,0.815,g/cm3
1111,CCOCCO,Density,0.926,g/cm3
1112,CCC(CC)CO,Density,0.829,g/cm3
1113,CCC(CC)CO,Density,0.829,g/cm3
1114,CCC(CC)CO,Density,0.829,g/cm3
1115,CCC(CC)CO,Density,0.829,g/cm3
1116,CCC(CC)CO,Density,0.829,g/cm3
1117,CCC(CC)CO,Density,0.829,g/cm3
1118,CCC1CCCCC1O,Density,0.908,g/cm3
1119,CCCCC(CC)C(=O)[O-],Density,0.875,g/cm3
1120,CCCCC(CC)COCC1CO1,Density,0.891,g/cm3
1121,CC1(O)CC=CO1,Density,1.057,g/cm3
1122,CCCCCC(C)O,Density,0.818,g/cm3
1123,CCCCCC(C)O,Density,0.818,g/cm3
1124,CCCCCC(C)O,Density,0.818,g/cm3
1125,CCCCCC(C)O,Density,0.818,g/cm3
1126,CCCCCC(C)O,Density,0.818,g/cm3
1127,CCCCCC(C)O,Density,0.818,g/cm3
1128,CCCCCC(C)O,Density,0.818,g/cm3
1129,CCCCCC(C)O,Density,0.818,g/cm3
